"nodeId","D",
"O00CR00084CZ282703","3888",
"O00CR00084CZ284849","5822",
"O00CR00084CZ280865","2129",
"O00CR00084CZ283154","4337",
"O00CR00084CZ283414","4599",
"O00CR00084CZ283865","5033",
"O00CR00084CZ281361","2597",
"O00CR00084CZ283650","4822",
"O00CR00084CZ282072","3281",
"O00CR00084CZ284361","5466",
"O00CR00084CZ282666","3851",
"O00CR00084CZ280828","2096",
"O00CR00084CZ282783","3967",
"O00CR00084CZ281088","2331",
"O00CR00084CZ283377","4564",
"O00CR00084CZ280730","2009",
"O00CR00084CZ283019","4202",
"O00CR00084CZ280990","2248",
"O00CR00084CZ283828","4998",
"O00CR00084CZ281324","2561",
"O00CR00084CZ283279","4462",
"O00CR00084CZ284088","5234",
"O00CR00084CZ281584","2802",
"O00CR00084CZ283730","4901",
"O00CR00084CZ282035","3244",
"O00CR00084CZ283990","5158",
"O00CR00084CZ284324","5429",
"O00CR00084CZ282295","3483",
"O00CR00084CZ284584","5621",
"O00CR00084CZ282746","3931",
"O00CR00084CZ282531","3715",
"O00CR00084CZ283006","4189",
"O00CR00084CZ280953","2211",
"O00CR00084CZ283242","4425",
"O00CR00084CZ281213","2454",
"O00CR00084CZ281547","2767",
"O00CR00084CZ283502","4685",
"O00CR00084CZ283953","5121",
"O00CR00084CZ281449","2677",
"O00CR00084CZ282258","3448",
"O00CR00084CZ284213","5321",
"O00CR00084CZ281709","2926",
"O00CR00084CZ284547","5601",
"O00CR00084CZ282518","3700",
"O00CR00084CZ282160","3354",
"O00CR00084CZ284449","5533",
"O00CR00084CZ284709","5720",
"O00CR00084CZ282871","4055",
"O00CR00084CZ281176","2418",
"O00CR00084CZ283465","4649",
"O00CR00084CZ281887","3098",
"O00CR00084CZ284176","5286",
"O00CR00084CZ281672","2891",
"O00CR00084CZ281789","3004",
"O00CR00084CZ282123","3328",
"O00CR00084CZ284887","5849",
"O00CR00084CZ282383","3563",
"O00CR00084CZ284672","5696",
"O00CR00084CZ282834","4018",
"O00CR00084CZ284789","5780",
"O00CR00084CZ280805","2073",
"O00CR00084CZ282619","3804",
"O00CR00084CZ283094","4277",
"O00CR00084CZ283428","4612",
"O00CR00084CZ283688","4859",
"O00CR00084CZ281041","2299",
"O00CR00084CZ283330","4513",
"O00CR00084CZ283805","4975",
"O00CR00084CZ281301","2538",
"O00CR00084CZ281635","2853",
"O00CR00084CZ283590","4771",
"O00CR00084CZ281752","2968",
"O00CR00084CZ284041","5197",
"O00CR00084CZ282012","3221",
"O00CR00084CZ282346","3526",
"O00CR00084CZ284301","5406",
"O00CR00084CZ284635","5659",
"O00CR00084CZ282606","3791",
"O00CR00084CZ284752","5749",
"O00CR00084CZ280768","2047",
"O00CR00084CZ285012","5957",
"O00CR00084CZ283057","4240",
"O00CR00084CZ283317","4500",
"O00CR00084CZ282959","4142",
"O00CR00084CZ283768","4938",
"O00CR00084CZ281264","2503",
"O00CR00084CZ283553","4735",
"O00CR00084CZ281975","3184",
"O00CR00084CZ284264","5370",
"O00CR00084CZ284975","5921",
"O00CR00084CZ282471","3652",
"O00CR00084CZ282922","4106",
"O00CR00084CZ280893","2152",
"O00CR00084CZ281227","2468",
"O00CR00084CZ283182","4365",
"O00CR00084CZ281487","2711",
"O00CR00084CZ281129","2371",
"O00CR00084CZ281938","3148",
"O00CR00084CZ283893","5061",
"O00CR00084CZ281389","2625",
"O00CR00084CZ282198","3389",
"O00CR00084CZ284487","5561",
"O00CR00084CZ281840","3052",
"O00CR00084CZ282100","3309",
"O00CR00084CZ284938","5891",
"O00CR00084CZ282434","3614",
"O00CR00084CZ284389","5492",
"O00CR00084CZ282694","3879",
"O00CR00084CZ284840","0",
"O00CR00084CZ280856","2121",
"O00CR00084CZ282811","3995",
"O00CR00084CZ283145","4328",
"O00CR00084CZ281116","2358",
"O00CR00084CZ283405","4590",
"O00CR00084CZ283856","5025",
"O00CR00084CZ281352","2588",
"O00CR00084CZ283641","4813",
"O00CR00084CZ284116","5259",
"O00CR00084CZ281612","2830",
"O00CR00084CZ282063","3272",
"O00CR00084CZ284352","5457",
"O00CR00084CZ282657","3842",
"O00CR00084CZ284612","5643",
"O00CR00084CZ282774","3959",
"O00CR00084CZ282559","3744",
"O00CR00084CZ283368","4551",
"O00CR00084CZ280981","2238",
"O00CR00084CZ283270","4453",
"O00CR00084CZ281575","2793",
"O00CR00084CZ283721","4892",
"O00CR00084CZ282026","3235",
"O00CR00084CZ283981","5149",
"O00CR00084CZ282286","3474",
"O00CR00084CZ282737","3922",
"O00CR00084CZ282522","3704",
"O00CR00084CZ282997","4180",
"O00CR00084CZ280944","2202",
"O00CR00084CZ282899","4083",
"O00CR00084CZ283233","4416",
"O00CR00084CZ281204","2445",
"O00CR00084CZ281538","2759",
"O00CR00084CZ283493","4676",
"O00CR00084CZ283944","5112",
"O00CR00084CZ281440","2668",
"O00CR00084CZ281915","3125",
"O00CR00084CZ284204","5312",
"O00CR00084CZ281700","2917",
"O00CR00084CZ284538","5595",
"O00CR00084CZ282151","3345",
"O00CR00084CZ284440","5529",
"O00CR00084CZ284915","5873",
"O00CR00084CZ282411","3591",
"O00CR00084CZ282862","4046",
"O00CR00084CZ281167","2409",
"O00CR00084CZ283456","4639",
"O00CR00084CZ283716","4887",
"O00CR00084CZ281069","2316",
"O00CR00084CZ281878","3089",
"O00CR00084CZ284167","5278",
"O00CR00084CZ281663","2882",
"O00CR00084CZ281780","2995",
"O00CR00084CZ284069","5217",
"O00CR00084CZ284878","5843",
"O00CR00084CZ282374","3553",
"O00CR00084CZ284663","5687",
"O00CR00084CZ282825","4009",
"O00CR00084CZ284780","5771",
"O00CR00084CZ280796","2065",
"O00CR00084CZ283085","4268",
"O00CR00084CZ281032","2290",
"O00CR00084CZ283321","4504",
"O00CR00084CZ283796","4966",
"O00CR00084CZ281292","2530",
"O00CR00084CZ281626","2844",
"O00CR00084CZ283581","4762",
"O00CR00084CZ281743","2959",
"O00CR00084CZ282003","3212",
"O00CR00084CZ282337","3518",
"O00CR00084CZ284292","5397",
"O00CR00084CZ284626","5654",
"O00CR00084CZ282597","3782",
"O00CR00084CZ284743","5740",
"O00CR00084CZ282239","3429",
"O00CR00084CZ283048","4231",
"O00CR00084CZ285003","5947",
"O00CR00084CZ282499","3680",
"O00CR00084CZ283308","4491",
"O00CR00084CZ282950","4133",
"O00CR00084CZ281255","2494",
"O00CR00084CZ283210","4393",
"O00CR00084CZ283544","4726",
"O00CR00084CZ281515","2736",
"O00CR00084CZ281966","3175",
"O00CR00084CZ284255","5361",
"O00CR00084CZ284515","5586",
"O00CR00084CZ280884","2143",
"O00CR00084CZ283173","4356",
"O00CR00084CZ281478","2705",
"O00CR00084CZ281120","2362",
"O00CR00084CZ283884","5052",
"O00CR00084CZ281380","2616",
"O00CR00084CZ283669","4840",
"O00CR00084CZ281831","3043",
"O00CR00084CZ282091","3300",
"O00CR00084CZ282425","3605",
"O00CR00084CZ284380","5483",
"O00CR00084CZ282685","3870",
"O00CR00084CZ284831","5808",
"O00CR00084CZ280847","2114",
"O00CR00084CZ282802","3986",
"O00CR00084CZ283136","4319",
"O00CR00084CZ281107","2349",
"O00CR00084CZ283396","4581",
"O00CR00084CZ280749","2028",
"O00CR00084CZ281009","2267",
"O00CR00084CZ283847","5016",
"O00CR00084CZ281343","0",
"O00CR00084CZ281818","3030-2",
"O00CR00084CZ283632","4804",
"O00CR00084CZ284107","5252",
"O00CR00084CZ281603","2821",
"O00CR00084CZ283749","4920",
"O00CR00084CZ282054","3263",
"O00CR00084CZ284009","5177",
"O00CR00084CZ284343","5448",
"O00CR00084CZ282314","3499",
"O00CR00084CZ282648","3833",
"O00CR00084CZ284603","5633",
"O00CR00084CZ282765","3950",
"O00CR00084CZ282550","3735",
"O00CR00084CZ280972","2230",
"O00CR00084CZ283261","4444",
"O00CR00084CZ281566","2785",
"O00CR00084CZ283972","5140",
"O00CR00084CZ282277","3465",
"O00CR00084CZ284566","5610",
"O00CR00084CZ281919","3129",
"O00CR00084CZ282728","3913",
"O00CR00084CZ282179","3370",
"O00CR00084CZ282988","4171",
"O00CR00084CZ280935","2193",
"O00CR00084CZ282890","4074",
"O00CR00084CZ283224","4407",
"O00CR00084CZ281195","2436",
"O00CR00084CZ283484","4667",
"O00CR00084CZ283935","5103",
"O00CR00084CZ281431","2660",
"O00CR00084CZ281906","3116",
"O00CR00084CZ281691","2908",
"O00CR00084CZ282142","3337",
"O00CR00084CZ284431","5521",
"O00CR00084CZ284906","5865",
"O00CR00084CZ282402","3582",
"O00CR00084CZ284691","5713",
"O00CR00084CZ282853","4037",
"O00CR00084CZ281158","2400",
"O00CR00084CZ283113","4296",
"O00CR00084CZ283447","4631",
"O00CR00084CZ281418","2652",
"O00CR00084CZ283707","4878",
"O00CR00084CZ281060","2310",
"O00CR00084CZ283349","4532",
"O00CR00084CZ284158","5271",
"O00CR00084CZ281654","2873",
"O00CR00084CZ281771","2986",
"O00CR00084CZ282365","0",
"O00CR00084CZ284654","5678",
"O00CR00084CZ284771","5765",
"O00CR00084CZ283076","4259",
"O00CR00084CZ281023","2281",
"O00CR00084CZ283787","4957",
"O00CR00084CZ281283","2521",
"O00CR00084CZ283572","4754",
"O00CR00084CZ281734","2950",
"O00CR00084CZ284023","5187",
"O00CR00084CZ281519","2739",
"O00CR00084CZ281994","3203",
"O00CR00084CZ282328","3511",
"O00CR00084CZ284283","5388",
"O00CR00084CZ282588","3773",
"O00CR00084CZ284734","5732",
"O00CR00084CZ282230","3420",
"O00CR00084CZ284519","5588",
"O00CR00084CZ284994","5938",
"O00CR00084CZ282490","3671",
"O00CR00084CZ282941","4125",
"O00CR00084CZ281246","2485",
"O00CR00084CZ283201","4384",
"O00CR00084CZ283535","4717",
"O00CR00084CZ281506","2727",
"O00CR00084CZ281957","3167",
"O00CR00084CZ283912","5079",
"O00CR00084CZ284246","5353",
"O00CR00084CZ282217","3408",
"O00CR00084CZ284506","5577",
"O00CR00084CZ281859","3070",
"O00CR00084CZ282713","3898",
"O00CR00084CZ284859","0",
"O00CR00084CZ283164","4347",
"O00CR00084CZ283875","5043",
"O00CR00084CZ281371","2607",
"O00CR00084CZ283660","4831",
"O00CR00084CZ281822","3034",
"O00CR00084CZ282082","3291",
"O00CR00084CZ284371","5476",
"O00CR00084CZ282676","3861",
"O00CR00084CZ280838","2105",
"O00CR00084CZ282793","3977",
"O00CR00084CZ283127","4310",
"O00CR00084CZ281098","2341",
"O00CR00084CZ283387","4573",
"O00CR00084CZ280740","2019",
"O00CR00084CZ283029","4212",
"O00CR00084CZ281000","2258",
"O00CR00084CZ283838","5008",
"O00CR00084CZ281334","2571",
"O00CR00084CZ283289","4472",
"O00CR00084CZ283623","4795",
"O00CR00084CZ284098","5244",
"O00CR00084CZ281594","2812",
"O00CR00084CZ283740","4911",
"O00CR00084CZ282045","3254",
"O00CR00084CZ284000","5168",
"O00CR00084CZ284334","5439",
"O00CR00084CZ282305","3491",
"O00CR00084CZ284594","5625",
"O00CR00084CZ282756","3941",
"O00CR00084CZ282541","3726",
"O00CR00084CZ283016","4199",
"O00CR00084CZ280963","2221",
"O00CR00084CZ283252","4435",
"O00CR00084CZ281557","2777",
"O00CR00084CZ283512","4695",
"O00CR00084CZ283963","5131",
"O00CR00084CZ281459","2687",
"O00CR00084CZ282268","3456",
"O00CR00084CZ282170","3362",
"O00CR00084CZ280926","2184",
"O00CR00084CZ282881","4065",
"O00CR00084CZ281186","2427",
"O00CR00084CZ283475","4659",
"O00CR00084CZ283926","5094",
"O00CR00084CZ281422","2655",
"O00CR00084CZ281897","3107",
"O00CR00084CZ284186","5295",
"O00CR00084CZ281682","2901",
"O00CR00084CZ281799","3014",
"O00CR00084CZ284897","5858",
"O00CR00084CZ282393","3573",
"O00CR00084CZ284682","5704",
"O00CR00084CZ282844","4028",
"O00CR00084CZ284799","5789",
"O00CR00084CZ280815","2083",
"O00CR00084CZ282629","3814",
"O00CR00084CZ283104","4287",
"O00CR00084CZ283438","4622",
"O00CR00084CZ283698","4869",
"O00CR00084CZ281051","0",
"O00CR00084CZ283340","4523",
"O00CR00084CZ283815","4985",
"O00CR00084CZ281311","2548",
"O00CR00084CZ281645","2863",
"O00CR00084CZ283600","4781",
"O00CR00084CZ281762","2978",
"O00CR00084CZ284051","5204",
"O00CR00084CZ284311","5416",
"O00CR00084CZ284645","5669",
"O00CR00084CZ282616","3801",
"O00CR00084CZ284762","5759",
"O00CR00084CZ280778","2057",
"O00CR00084CZ283067","4250",
"O00CR00084CZ282969","4152",
"O00CR00084CZ283778","4948",
"O00CR00084CZ281274","2513",
"O00CR00084CZ283563","4745",
"O00CR00084CZ281725","2941",
"O00CR00084CZ281985","3194",
"O00CR00084CZ284274","5379",
"O00CR00084CZ282221","3412",
"O00CR00084CZ284985","5930",
"O00CR00084CZ282481","3662",
"O00CR00084CZ282932","4116",
"O00CR00084CZ280903","2162",
"O00CR00084CZ281237","2478",
"O00CR00084CZ283192","4375",
"O00CR00084CZ283526","4709",
"O00CR00084CZ281497","2718",
"O00CR00084CZ281139","2381",
"O00CR00084CZ281948","3158",
"O00CR00084CZ283903","5071",
"O00CR00084CZ281399","2635",
"O00CR00084CZ284237","5344",
"O00CR00084CZ282208","3399",
"O00CR00084CZ281850","3061",
"O00CR00084CZ282110","3319",
"O00CR00084CZ284948","5900",
"O00CR00084CZ282444","3624",
"O00CR00084CZ284399","5499",
"O00CR00084CZ282704","3889",
"O00CR00084CZ284850","5823",
"O00CR00084CZ280866","2130",
"O00CR00084CZ283155","4338",
"O00CR00084CZ283415","4600",
"O00CR00084CZ283866","5034",
"O00CR00084CZ281362","2598",
"O00CR00084CZ283651","4823",
"O00CR00084CZ282073","3282",
"O00CR00084CZ284362","5467",
"O00CR00084CZ282667","3852",
"O00CR00084CZ282784","3968",
"O00CR00084CZ282569","3754",
"O00CR00084CZ283378","4565",
"O00CR00084CZ280731","2010",
"O00CR00084CZ283020","4203",
"O00CR00084CZ280991","2249",
"O00CR00084CZ281325","2562",
"O00CR00084CZ283280","4463",
"O00CR00084CZ281585","2803",
"O00CR00084CZ283731","4902",
"O00CR00084CZ282036","3245",
"O00CR00084CZ283991","5159",
"O00CR00084CZ284325","5430",
"O00CR00084CZ282296","3484",
"O00CR00084CZ282747","3932",
"O00CR00084CZ282532","3716",
"O00CR00084CZ283007","4190",
"O00CR00084CZ280954","2212",
"O00CR00084CZ282909","4093",
"O00CR00084CZ283243","4426",
"O00CR00084CZ281214","2455",
"O00CR00084CZ281548","2768",
"O00CR00084CZ283503","4686",
"O00CR00084CZ283954","5122",
"O00CR00084CZ281450","2678",
"O00CR00084CZ284214","5322",
"O00CR00084CZ281710","2927",
"O00CR00084CZ284548","5602",
"O00CR00084CZ284450","5535",
"O00CR00084CZ282872","4056",
"O00CR00084CZ283466","4650",
"O00CR00084CZ280819","2087",
"O00CR00084CZ281079","2324",
"O00CR00084CZ281888","3099",
"O00CR00084CZ284177","5287",
"O00CR00084CZ281673","2892",
"O00CR00084CZ283819","4989",
"O00CR00084CZ281790","3005",
"O00CR00084CZ282124","3329",
"O00CR00084CZ284079","5225",
"O00CR00084CZ284888","5850",
"O00CR00084CZ282384","3564",
"O00CR00084CZ284673","5697",
"O00CR00084CZ282835","4019",
"O00CR00084CZ284790","5781",
"O00CR00084CZ280806","2074",
"O00CR00084CZ282620","3805",
"O00CR00084CZ283095","4278",
"O00CR00084CZ281042","2300",
"O00CR00084CZ283331","4514",
"O00CR00084CZ283806","4976",
"O00CR00084CZ281302","2539",
"O00CR00084CZ281636","2854",
"O00CR00084CZ283591","4772",
"O00CR00084CZ281753","2969",
"O00CR00084CZ282013","3222",
"O00CR00084CZ284302","5407",
"O00CR00084CZ284636","5660",
"O00CR00084CZ282607","3792",
"O00CR00084CZ284753","5750",
"O00CR00084CZ282249","3439",
"O00CR00084CZ283058","4241",
"O00CR00084CZ285013","5958",
"O00CR00084CZ282509","3691",
"O00CR00084CZ283318","4501",
"O00CR00084CZ282960","4143",
"O00CR00084CZ281265","2504",
"O00CR00084CZ283554","4736",
"O00CR00084CZ281976","3185",
"O00CR00084CZ284265","5371",
"O00CR00084CZ284976","5922",
"O00CR00084CZ282472","3653",
"O00CR00084CZ282923","4107",
"O00CR00084CZ280894","2153",
"O00CR00084CZ281228","2469",
"O00CR00084CZ283183","4366",
"O00CR00084CZ281488","2712",
"O00CR00084CZ281130","2372",
"O00CR00084CZ283894","5062",
"O00CR00084CZ281390","2626",
"O00CR00084CZ284228","5335",
"O00CR00084CZ283679","4850",
"O00CR00084CZ284488","5562",
"O00CR00084CZ281841","3053",
"O00CR00084CZ282101","3310",
"O00CR00084CZ282435","3615",
"O00CR00084CZ284390","5493",
"O00CR00084CZ282695","3880",
"O00CR00084CZ284841","0",
"O00CR00084CZ280857","2122",
"O00CR00084CZ282812","3996",
"O00CR00084CZ283146","4329",
"O00CR00084CZ281117","2359",
"O00CR00084CZ283406","4591",
"O00CR00084CZ280759","2038",
"O00CR00084CZ283857","5026",
"O00CR00084CZ281353","2589",
"O00CR00084CZ283642","4814",
"O00CR00084CZ281613","2831",
"O00CR00084CZ283759","4930",
"O00CR00084CZ282064","3273",
"O00CR00084CZ284353","5458",
"O00CR00084CZ282658","3843",
"O00CR00084CZ284613","5644",
"O00CR00084CZ282775","3960",
"O00CR00084CZ282560","3745",
"O00CR00084CZ280722","2001",
"O00CR00084CZ280982","2239",
"O00CR00084CZ283271","4454",
"O00CR00084CZ281576","2794",
"O00CR00084CZ283722","4893",
"O00CR00084CZ282027","3236",
"O00CR00084CZ283982","5150",
"O00CR00084CZ282287","3475",
"O00CR00084CZ284576","5617",
"O00CR00084CZ281929","3139",
"O00CR00084CZ282738","3923",
"O00CR00084CZ282189","3380",
"O00CR00084CZ282523","3705",
"O00CR00084CZ282998","4181",
"O00CR00084CZ284929","5883",
"O00CR00084CZ280945","2203",
"O00CR00084CZ282900","4084",
"O00CR00084CZ283234","4417",
"O00CR00084CZ281205","2446",
"O00CR00084CZ283494","4677",
"O00CR00084CZ283945","5113",
"O00CR00084CZ281441","2669",
"O00CR00084CZ281916","3126",
"O00CR00084CZ284205","5313",
"O00CR00084CZ281701","2918",
"O00CR00084CZ282152","3346",
"O00CR00084CZ284916","5874",
"O00CR00084CZ284441","5530",
"O00CR00084CZ282412","3592",
"O00CR00084CZ284701","5718",
"O00CR00084CZ282863","4047",
"O00CR00084CZ281168","2410",
"O00CR00084CZ283457","4641",
"O00CR00084CZ283717","4888",
"O00CR00084CZ281070","2317",
"O00CR00084CZ283359","4542",
"O00CR00084CZ284168","5279",
"O00CR00084CZ281664","2883",
"O00CR00084CZ281781","2996",
"O00CR00084CZ284070","5218",
"O00CR00084CZ282375","3555",
"O00CR00084CZ284664","5688",
"O00CR00084CZ282826","4010",
"O00CR00084CZ284781","5772",
"O00CR00084CZ280797","2066",
"O00CR00084CZ283086","4269",
"O00CR00084CZ281033","2291",
"O00CR00084CZ283322","4505",
"O00CR00084CZ283797","4967",
"O00CR00084CZ281293","2531",
"O00CR00084CZ281627","2845",
"O00CR00084CZ283582","4763",
"O00CR00084CZ281744","2960",
"O00CR00084CZ284033","5190",
"O00CR00084CZ281529","2750",
"O00CR00084CZ282004","3213",
"O00CR00084CZ282338","3519",
"O00CR00084CZ284293","5398",
"O00CR00084CZ282598","3783",
"O00CR00084CZ284744","5741",
"O00CR00084CZ282240","3430",
"O00CR00084CZ285004","5948",
"O00CR00084CZ282500","3681",
"O00CR00084CZ282951","4134",
"O00CR00084CZ281256","2495",
"O00CR00084CZ283211","4394",
"O00CR00084CZ283545","4727",
"O00CR00084CZ281967","3176",
"O00CR00084CZ284256","5362",
"O00CR00084CZ281869","3080",
"O00CR00084CZ284967","5915",
"O00CR00084CZ284869","5834",
"O00CR00084CZ280885","2144",
"O00CR00084CZ283174","4357",
"O00CR00084CZ281121","2363",
"O00CR00084CZ283885","5053",
"O00CR00084CZ281381","2617",
"O00CR00084CZ283670","4841",
"O00CR00084CZ281832","3044",
"O00CR00084CZ282092","3301",
"O00CR00084CZ282426","3606",
"O00CR00084CZ284381","5484",
"O00CR00084CZ282686","3871",
"O00CR00084CZ284832","5809",
"O00CR00084CZ280848","2115",
"O00CR00084CZ282803","3987",
"O00CR00084CZ283137","4320",
"O00CR00084CZ281108","2350",
"O00CR00084CZ283397","4582",
"O00CR00084CZ280750","2029",
"O00CR00084CZ283039","4222",
"O00CR00084CZ281010","2268",
"O00CR00084CZ283848","5017",
"O00CR00084CZ281344","2580",
"O00CR00084CZ283299","4482",
"O00CR00084CZ283633","4805",
"O00CR00084CZ284108","5253",
"O00CR00084CZ281604","2822",
"O00CR00084CZ283750","4921",
"O00CR00084CZ282055","3265",
"O00CR00084CZ284010","5178",
"O00CR00084CZ284344","5449",
"O00CR00084CZ282315","3500",
"O00CR00084CZ284604","5634",
"O00CR00084CZ282766","3951",
"O00CR00084CZ282551","3736",
"O00CR00084CZ283262","4445",
"O00CR00084CZ283973","5141",
"O00CR00084CZ281469","2696",
"O00CR00084CZ282278","3466",
"O00CR00084CZ284567","5611",
"O00CR00084CZ281920","3130",
"O00CR00084CZ282180","3371",
"O00CR00084CZ284469","5547",
"O00CR00084CZ284920","5875",
"O00CR00084CZ280936","2194",
"O00CR00084CZ282891","4075",
"O00CR00084CZ283225","4408",
"O00CR00084CZ281196","2437",
"O00CR00084CZ283485","4668",
"O00CR00084CZ283936","5104",
"O00CR00084CZ281907","3117",
"O00CR00084CZ284196","5304",
"O00CR00084CZ281692","2909",
"O00CR00084CZ281809","3022",
"O00CR00084CZ282143","3338",
"O00CR00084CZ284432","5522",
"O00CR00084CZ284907","5866",
"O00CR00084CZ282403","3583",
"O00CR00084CZ284692","5714",
"O00CR00084CZ282854","4038",
"O00CR00084CZ284809","5797",
"O00CR00084CZ282639","3824",
"O00CR00084CZ283114","4297",
"O00CR00084CZ283448","4632",
"O00CR00084CZ283708","4879",
"O00CR00084CZ281061","0",
"O00CR00084CZ283350","4533",
"O00CR00084CZ281655","2874",
"O00CR00084CZ283610","4787",
"O00CR00084CZ281772","2987",
"O00CR00084CZ284061","5209",
"O00CR00084CZ282366","3545",
"O00CR00084CZ284655","5679",
"O00CR00084CZ280788","2064",
"O00CR00084CZ283077","4260",
"O00CR00084CZ282719","3904",
"O00CR00084CZ281024","2282",
"O00CR00084CZ282979","4162/4163",
"O00CR00084CZ283788","4958",
"O00CR00084CZ281284","2522",
"O00CR00084CZ281735","2951",
"O00CR00084CZ281520","2740",
"O00CR00084CZ281995","3204",
"O00CR00084CZ284284","5389",
"O00CR00084CZ284735","5733",
"O00CR00084CZ282231","3421",
"O00CR00084CZ284520","5589",
"O00CR00084CZ284995","5939",
"O00CR00084CZ282491","3672",
"O00CR00084CZ282942","4126",
"O00CR00084CZ280913","2171",
"O00CR00084CZ281247","2486",
"O00CR00084CZ283202","4385",
"O00CR00084CZ283536","4718",
"O00CR00084CZ281507","2728",
"O00CR00084CZ281149","2391",
"O00CR00084CZ281958","3168",
"O00CR00084CZ283913","5080",
"O00CR00084CZ281409","2645",
"O00CR00084CZ284247","5354",
"O00CR00084CZ282218","3409",
"O00CR00084CZ284507","5578",
"O00CR00084CZ281860","3071",
"O00CR00084CZ284149","5264",
"O00CR00084CZ284958","5909",
"O00CR00084CZ284409","5509",
"O00CR00084CZ282714","3899",
"O00CR00084CZ284860","0",
"O00CR00084CZ280876","2136",
"O00CR00084CZ283165","4348",
"O00CR00084CZ283876","5044",
"O00CR00084CZ281372","2608",
"O00CR00084CZ283661","4832",
"O00CR00084CZ281823","3035",
"O00CR00084CZ282083","3292",
"O00CR00084CZ284372","5477",
"O00CR00084CZ282677","3862",
"O00CR00084CZ284823","5802",
"O00CR00084CZ282319","3504",
"O00CR00084CZ282794","3978",
"O00CR00084CZ283128","4311",
"O00CR00084CZ282579","3764",
"O00CR00084CZ283388","4574",
"O00CR00084CZ280741","2020",
"O00CR00084CZ283030","4213",
"O00CR00084CZ281001","2259",
"O00CR00084CZ281335","2572",
"O00CR00084CZ283290","4473",
"O00CR00084CZ283624","4796",
